actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
33000,Ryan Gosling,745,Albert Brooks,228,Russ Tamblyn,2.35,15,34337,Color,R,USA,0,Nicolas Winding Refn,0,Crime,35.054909,7.8,English,81000,Drive,676,1264,431578,A Hollywood stunt performer who moonlights as a wheelman for criminals discovers that a contract has been put on him after a heist gone wrong.,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,49.294864,"[{""name"": ""Bold Films"", ""id"": 2266}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Motel Movies"", ""id"": 11337}, {""name"": ""Newbridge Film Capital"", ""id"": 46625}]",100,2011,1.3369939333333334,1,149310
811,Adam Garcia,636,Carol Kane,231,Glenne Headly,1.85,15,2167,Color,PG,Germany,10,Sara Sugarman,8,Comedy,29.302097,4.6,English,810,Confessions of a Teenage Drama Queen,74,105,23408,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",band|friend|new york city|suburb|teenager,7.424798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",89,2004,0.9534731333333333,1,4665
818,Liam Aiken,511,Tim Daly,106,Kali Rocha,1.85,15,1450,Color,R,USA,13,Nicholas Hytner,0,Comedy,29.106737,6,English,849,The Object of My Affection,65,132,15582,"A pregnant New York social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend.",baby|dancing|gay|name calling|penis slur,5.164281,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",111,1998,0.9404491333333334,1,3747
10000,Jeremy Renner,1000,Harold Perrineau,306,Catherine McCormack,1.85,15,11471,Color,R,UK,35,Juan Carlos Fresnadillo,1,Drama,28.637507,7,English,0,28 Weeks Later,274,713,212167,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",paris france|rage|sniper|u.s. army|zombie apocalypse,34.759855,"[{""name"": ""DNA Films"", ""id"": 284}, {""name"": ""Figment Films"", ""id"": 359}, {""name"": ""Sociedad General de Cine S.A."", ""id"": 785}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Fox Atomic"", ""id"": 2890}, {""name"": ""Koan Films"", ""id"": 10890}]",100,2007,0.9091671333333333,1,22812
116,Jessie T. Usher,110,Matthew Daddario,100,Ser'Darius Blain,1.85,15,525,Color,PG,USA,49,Thomas Carter,0,Drama,30.127963,6.7,English,0,When the Game Stands Tall,50,64,12596,A young coach turns a losing high school football program around to go undefeated for 12 consecutive seasons.,coach|high school football,7.297757,"[{""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Affirm Films"", ""id"": 10156}]",115,2014,1.0085308666666668,1,900
907,Cicely Tyson,807,Luke Benward,649,Eva Marie Saint,1.85,14,3462,Color,PG,USA,61,Wayne Wang,5,Comedy,32.645546,6.4,English,1000,Because of Winn-Dixie,96,88,8427,"A girl, abandoned by her mother when she was three, moves to a small town in Florida with her father. There, she adopts an orphaned dog she names Winn-Dixie. The bond between the girl and her special companion brings together the people in a small Florida town and heals her own troubled relationship with her father.",10 year old|dog|florida|girl|supermarket,3.334804,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",106,2005,1.3318247142857147,1,6886
1000,Alfre Woodard,886,Sanaa Lathan,865,Omar Epps,1.85,15,5135,Color,PG-13,USA,107,Gina Prince-Bythewood,0,Drama,27.441122,7.2,English,0,Love & Basketball,68,116,14322,"A young African-American couple navigates the tricky paths of romance and athletics in this drama. Quincy McCall (Omar Epps) and Monica Wright (Sanaa Lathan) grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. They've followed the game all their lives and have no small amount of talent on the court. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",basketball movie|female basketball player|high school|nba|title directed by female,2.027393,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]",124,2000,0.8294081333333334,1,7993
893,Minnie Driver,822,Michael Cudlitz,141,Mitchell Ryan,1.85,15,2044,Color,R,USA,5,George Armitage,1,Action,28.014536,7.4,English,0,Grosse Pointe Blank,111,296,73347,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan.",assassin|high school|high school reunion|reunion|suburb,13.817269,"[{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Roger Birnbaum Productions"", ""id"": 961}]",107,1997,0.8676357333333333,1,3905
14000,Bradley Cooper,982,Katy Mixon,628,Beth Grant,1.85,15,16461,Color,PG-13,USA,3,Phil Traill,3,Comedy,33.86001,4.8,English,0,All About Steve,128,143,33088,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",blind date|crossword puzzle|eccentric|fall|mine shaft,13.237835,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Fortis Films"", ""id"": 4258}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Radar Pictures"", ""id"": 14718}]",99,2009,1.2573340000000002,1,32074
193,Kim Director,184,Erica Leerhsen,162,Kurt Loder,1.85,15,608,Color,R,USA,31,Joe Berlinger,0,Adventure,26.421314,4,English,949,Book of Shadows: Blair Witch 2,160,457,28964,"Young adults become fascinated by the events of the three missing filmmakers in Maryland, so they decide to go into the same woods and find out what really happened.",convenience store|digit in title|punctuation in title|violence|witch,3.890223,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Haxan Films"", ""id"": 15160}]",90,2000,0.7614209333333333,1,2127
838,Christine Taylor,328,Rachel True,266,Brenda Strong,1.85,15,1812,Color,R,USA,26,Andrew Fleming,0,Drama,24.881,6.2,English,6000,The Craft,93,195,57140,"A Catholic school newcomer falls in with a clique of teen witches who wield their powers against all who dare to cross them -- be they teachers, rivals or meddlesome parents.",coven|occult|outcast|spell|witch,19.517239,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",101,1996,0.6587333333333334,1,9270
19000,Scarlett Johansson,567,Mark Gatiss,400,Penelope Wilton,1.85,15,20391,Color,R,UK,11000,Woody Allen,3,Drama,23.089926,7.7,English,0,Match Point,278,735,166269,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.",extramarital affair|infidelity|irony of fate|surprise ending|tennis,30.669913,"[{""name"": ""DreamWorks"", ""id"": 7}]",124,2005,0.5393283999999998,1,51358
512,Sierra McCormick,316,Hutch Dano,125,Jason Spevack,2.35,15,1002,Color,G,USA,20,Elizabeth Allen Rosenbaum,2,Adventure,26.161406,6.7,English,0,Ramona and Beezus,81,52,13874,"Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other.",aunt|cat|death of pet|girl|no opening credits,9.681147,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""DiNovi Pictures"", ""id"": 813}]",103,2010,0.7440937333333333,1,1975
12000,Anthony Hopkins,310,Peter Vaughan,258,Ben Chaplin,2.35,11.5,12749,Color,PG,UK,133,James Ivory,1,Drama,22.954968,7.9,English,0,The Remains of the Day,58,156,45703,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,butler|housekeeper|manor|servant|service,15.355589,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Merchant Ivory Productions"", ""id"": 2370}]",134,1993,0.9960841739130435,1,25450
3000,Don Cheadle,360,Nicole Ari Parker,170,Nina Hartley,2.35,15,3677,Color,R,USA,0,Paul Thomas Anderson,15,Drama,26.384919,7.9,English,0,Boogie Nights,153,560,189032,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",1970s|adult entertainment industry|nightclub|porn industry|san fernando valley california,19.85579,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}]",155,1997,0.7589946000000001,1,7207
1000,Kieran Culkin,605,Rosanna Arquette,232,Joss Ackland,1.85,15,2210,Color,R,USA,11,Robert Harmon,0,Action,22.189039,5.5,English,466,Nowhere to Run,25,55,17074,Escaped convict Sam Gillen single handedly takes on ruthless developers determined to evict Clydie - a widow with two young children. Nobody knows who Sam is.,business|escaped convict|farm|motorcycle|widow,11.689337,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",94,1993,0.4792692666666667,1,4524
1000,Alison Lohman,786,Danny Pino,461,Tim McGraw,2.35,15,3845,Color,PG,USA,15,Michael Mayer,0,Adventure,20.998709,6.2,English,1000,Flicka,46,76,6095,"A headstrong 16 year old Katy McLaughlin desires to work on her family's mountainside horse ranch, although her father insists she finish boarding school. Katy finds a mustang in the hills near her ranch. Katy then sets her mind to tame a mustang and prove to her father she can run the ranch. But when tragedy happens, it will take all the love and strength the family can muster to restore hope.",father son relationship|horse|horse ranch|ranch|wild mustang,3.043589,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Zucker/Netter Productions"", ""id"": 12194}]",95,2006,0.39991393333333347,1,7107
912,Loretta Devine,786,Joey Lawrence,579,Jacinda Barrett,2.35,14,2682,Color,R,USA,83,John Ottman,2,Horror,21.468807,4.1,English,243,Urban Legends: Final Cut,108,227,13048,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country in 'Urban Legends: Final Cut', the suspenseful follow up to the smash hit 'Urban Legend'. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect. 'Urban Legends: Final Cut' is an edge-of-your-seat thriller that will keep you guessing until the shocking climax.",film set|movie set|sequel|slow motion|urban legend,8.885017,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Canal+ Droits Audiovisuels"", ""id"": 53473}]",97,2000,0.5334862142857144,1,5285
882,William Hurt,874,Sissy Spacek,613,Jonathan Jackson,2.35,15,2661,Color,PG,USA,13,Jay Russell,2,Drama,19.158074,6.7,English,0,Tuck Everlasting,69,127,17983,"Natalie Babbitt's award winning book for children comes to the screen in a lavish adaptation from Walt Disney Pictures. Winnie Foster (Alexis Bledel) is a girl in her early teens growing up in the small rural town of Winesap in 1914. Winnie's parents (Victor Garber and Amy Irving) are loving but overprotective, and Winnie longs for a life of greater freedom and adventure.",fountain of youth|immortality|secret|woods|young man,4.115398,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",90,2002,0.2772049333333333,1,5043
472,Kelly Carlson,239,Firass Dirani,129,Drew Powell,1.85,20,1045,Color,PG-13,USA,8,John Bonito,1,Action,18.843314,4.7,English,0,The Marine,78,284,27486,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,beating|marine|muscleman|tied up|tough guy,7.679336,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""WWE Studios"", ""id"": 10339}]",92,2006,-0.057834300000000005,0,1893
826,Nia Long,622,Will Forte,415,Keegan-Michael Key,2.35,15,2958,Color,R,USA,10,Peter Atencio,2,Action,20.566327,6.4,English,0,Keanu,129,84,15385,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,car chase|gangsta|gun fight|hitman|kitten,18.268009,"[{""name"": ""New Line Cinema"", ""id"": 12}]",94,2016,0.3710884666666667,1,4831
3000,Leighton Meester,646,Cinda McCain,461,Tim McGraw,2.35,15,4204,Color,PG-13,Official site,19,Shana Feste,4,Drama,20.218921,6.3,English,0,Country Strong,135,114,14814,"Soon after the rising young singer-songwriter Beau Williams gets involved with a fallen, emotionally unstable country star Kelly Canter, the pair embark on a career resurrection tour helmed by her husband/manager James and featuring a beauty queen-turned-singer Chiles Stanton. Between concerts, romantic entanglements and old demons threaten to derail them all.",country music|panties|pink panties|relapse|songwriter,7.809701,"[{""name"": ""Maguire Entertainment"", ""id"": 2236}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sony Pictures Home Entertainment"", ""id"": 5388}]",117,2010,0.34792806666666687,1,8330
